Player name,Position,Win,Loss,Earned run Average,Games played,Games Started,Complete Game,Shutout,Save,Save Opportunity,Innings pitched,hit,run,earned run,home run, Hit Batsmen,base on balls,Strikeouts,WHIP,AVG
S Bahnsen,P,146,149,3.6,574,327,73,16,20,20,2529,2440,1127,1013,223,34,924,1359,1.33,0.255
E Whitehill,P,218,185,4.36,541,473,226,16,11,--,3564.2,3917,2018,1726,192,101,1431,1350,1.5,0.282
E Rixey,P,266,251,3.15,692,554,290,37,14,--,4494.2,4633,1987,1572,92,76,1082,1350,1.27,0.272
M Baldwin,P,154,165,3.37,346,328,295,14,5,--,2802.1,2695,1816,1050,82,123,1307,1349,1.43,0.244
S Gray,P,91,77,3.55,248,239,6,4,0,1,1392,1195,605,549,138,45,493,1339,1.21,0.23
W Alvarez,P,102,92,3.96,355,263,12,5,4,5,1747.2,1624,857,769,190,50,805,1330,1.39,0.248
M Boddicker,P,134,116,3.8,342,309,63,16,3,3,2123.2,2082,992,897,188,87,721,1330,1.32,0.257
J Quinn,P,247,218,3.29,756,443,243,28,57,--,3920.1,4238,1837,1434,102,91,860,1329,1.3,0.28
B Sheets,P,94,96,3.78,250,250,18,4,0,0,1596.2,1577,736,670,184,32,369,1325,1.22,0.257
T Mulholland,P,124,142,4.41,685,332,45,10,5,11,2575.2,2833,1396,1262,293,70,681,1325,1.36,0.281
D Leonard,P,144,106,3.7,312,302,103,23,1,1,2187,2137,1008,898,202,52,622,1323,1.26,0.257
E Volquez,P,95,89,4.45,294,273,4,2,0,0,1546.1,1507,829,765,159,76,735,1323,1.45,0.256
M McCormick,P,134,128,3.73,484,333,91,23,12,14,2380.1,2281,1100,986,256,24,795,1321,1.29,0.251
B Bush,P,196,184,3.51,489,370,225,35,19,--,3087.1,2992,1439,1204,96,63,1263,1319,1.38,0.258
B Hadley,P,161,165,4.24,528,355,135,14,25,--,2945.2,2980,1610,1389,167,63,1442,1318,1.5,0.263
J McDowell,P,127,87,3.85,277,275,62,13,0,0,1889,1854,874,809,173,48,606,1311,1.3,0.257
K Escobar,P,101,91,4.15,411,202,10,4,59,69,1507,1461,755,695,137,47,611,1310,1.37,0.254
S Barber,P,121,106,3.36,466,272,59,21,13,17,1999,1818,870,747,125,42,950,1309,1.38,0.245
S Williams,P,109,94,3.48,482,208,42,11,43,56,1764.1,1527,785,682,160,71,748,1305,1.29,0.232
P Ramos,P,117,160,4.08,582,268,73,13,55,57,2355.2,2364,1210,1068,316,68,724,1305,1.31,0.261
D Lemaster,P,90,105,3.58,357,249,66,14,8,11,1787.2,1703,778,712,184,24,600,1305,1.29,0.249
F Norman,P,104,103,3.64,403,268,56,15,8,10,1939.2,1790,864,784,188,23,815,1303,1.34,0.246
P Dobson,P,122,129,3.54,414,279,74,14,19,23,2120.1,2043,939,833,197,26,665,1301,1.28,0.255
R Hill,P,82,60,3.85,351,222,4,2,0,2,1264,1068,577,541,153,73,484,1301,1.23,0.228
R Fingers,P,114,118,2.91,944,37,4,2,341,361,1701.1,1474,616,550,123,39,492,1299,1.16,0.235
D Segui,P,92,111,3.81,639,171,28,7,71,82,1807.2,1656,867,765,185,18,786,1298,1.35,0.243
J Vander Meer,P,119,121,3.44,346,286,131,29,2,--,2104.2,1799,915,805,100,21,1132,1294,1.39,0.232
P Hentgen,P,131,112,4.32,344,306,34,10,1,1,2075.1,2111,1076,996,269,49,775,1290,1.39,0.264
J Blanton,P,101,97,4.38,427,252,8,3,2,3,1767.2,1896,914,860,223,41,467,1284,1.34,0.273
J Smiley,P,126,103,3.8,361,280,28,8,4,4,1907.2,1842,888,806,185,39,496,1284,1.23,0.255
D Wilson,P,104,92,3.15,266,245,78,20,2,2,1748.1,1479,698,611,119,47,640,1283,1.21,0.228
D McLain,P,131,91,3.39,280,264,105,29,2,2,1886,1646,778,711,242,26,548,1282,1.16,0.234
M Dickson,P,172,181,3.66,625,338,149,27,23,--,3052.1,3029,1431,1240,302,37,1058,1281,1.34,0.26
W Rodriguez,P,97,98,4.1,275,263,2,2,0,0,1557.1,1560,796,710,185,53,534,1281,1.34,0.26
W Miley,P,99,94,4.13,292,285,3,2,0,0,1618,1663,797,742,178,41,563,1280,1.38,0.266
B Gullickson,P,162,136,3.93,398,390,54,11,0,0,2560,2659,1228,1118,282,34,622,1279,1.28,0.268
C Nagy,P,129,105,4.51,318,297,31,6,0,0,1954.2,2188,1061,980,217,51,586,1242,1.42,0.284
V Mungo,P,120,115,3.48,364,259,123,20,16,--,2113,1957,959,816,89,33,868,1242,1.34,0.245
D Holland,P,82,83,4.62,346,228,9,8,0,3,1466,1489,820,753,220,47,533,1241,1.38,0.263
W Hutchinson,P,183,163,3.59,375,346,321,21,4,--,3078,3123,1913,1228,104,86,1132,1234,1.38,0.257
M Leake,P,105,98,4.05,301,296,6,2,0,0,1829,1940,905,824,238,68,403,1231,1.28,0.273
H Pennock,P,241,162,3.6,617,419,247,35,33,--,3571.2,3900,1699,1428,128,36,916,1227,1.35,0.281
D Jackson,P,112,131,4.01,353,324,44,15,1,1,2072.2,2110,1061,923,133,50,816,1225,1.41,0.266
S Jones,P,229,217,3.84,647,487,250,36,31,--,3883,4084,2008,1656,152,69,1396,1223,1.41,0.274
J Stivetts,P,203,132,3.74,388,333,278,14,5,--,2887.2,2905,1836,1199,131,99,1155,1223,1.41,0.255
S King,P,203,153,3.18,397,371,328,19,6,--,3181.2,3100,1805,1125,69,146,967,1222,1.28,0.25
D Keuchel,P,101,91,3.98,268,257,12,4,0,0,1588,1594,760,702,169,37,489,1218,1.31,0.261
N Rucker,P,134,134,2.42,336,273,186,38,14,--,2375.1,2089,823,639,41,73,701,1217,1.17,0.243
M Clement,P,87,86,4.47,238,236,6,3,0,0,1412.2,1326,762,702,144,94,650,1217,1.4,0.248
E Morris,P,171,122,2.82,311,307,297,29,1,--,2678,2468,1312,838,42,59,498,1217,1.11,0.235
M Morris,P,121,92,3.98,307,276,23,8,4,7,1806,1867,889,799,175,74,509,1214,1.32,0.269
J Weaver,P,104,119,4.71,355,274,16,7,2,3,1838,1997,1023,961,227,124,516,1214,1.37,0.277
D Cardwell,P,102,138,3.92,410,301,72,17,7,8,2122.2,2009,1044,924,225,98,671,1211,1.26,0.25
S Estes,P,101,93,4.71,283,281,14,8,0,0,1678.1,1708,950,879,158,57,858,1210,1.53,0.27
B Tomko,P,100,103,4.65,397,266,13,2,2,10,1816,1898,1011,939,255,37,582,1209,1.37,0.269
J Teheran,P,78,77,3.8,240,236,5,3,0,0,1396.1,1232,635,590,189,67,477,1207,1.22,0.237
W Hoyt,P,237,182,3.59,674,425,226,26,52,--,3762.1,4037,1775,1502,154,49,1003,1206,1.34,0.276
K Gibson,P,90,91,4.53,268,262,3,1,0,1,1509,1555,810,759,180,59,535,1205,1.39,0.266
H Dauss,P,223,182,3.3,538,388,245,22,39,--,3390.2,3407,1594,1245,87,121,1067,1201,1.32,0.265
B Mathews,P,166,136,3,323,315,289,10,3,--,2734.1,3008,1758,910,50,48,336,1199,1.22,0.666
C Capuano,P,77,92,4.38,316,225,4,3,0,3,1429.2,1481,756,696,196,56,463,1199,1.36,0.268
B Wagner,P,47,40,2.31,853,0,0,0,422,476,903,601,262,232,82,33,300,1196,1,0.187
Z Wheeler,P,74,58,3.44,196,196,4,3,0,0,1191,1068,496,455,108,51,367,1196,1.2,0.239
R Ortiz,P,113,89,4.51,311,266,9,3,0,0,1661.1,1618,903,832,179,45,860,1192,1.49,0.258
J Slaton,P,151,158,4.03,496,360,86,22,14,14,2683.2,2773,1335,1202,277,48,1004,1191,1.41,0.27
J Wright,P,97,130,4.81,719,248,6,3,2,18,2036.2,2168,1208,1088,200,155,978,1189,1.54,0.279
L French,P,197,171,3.45,570,383,198,40,17,--,3152,3375,1441,1207,164,42,819,1187,1.33,0.272
J Sanford,P,137,101,3.69,388,293,76,14,11,--,2049.1,1907,952,840,174,46,737,1182,1.29,0.247
K Hill,P,117,109,4.06,332,315,19,8,0,0,1973,1938,977,891,162,47,852,1181,1.41,0.26
M Pattin,P,114,109,3.62,475,224,64,14,25,26,2038.2,1933,905,821,209,45,604,1179,1.24,0.251
J Orosco,P,87,80,3.16,1252,4,0,0,144,150,1295.1,1055,512,455,113,34,581,1179,1.26,0.223
T Farrell,P,106,111,3.45,590,134,41,5,83,86,1705,1628,737,653,152,27,468,1177,1.23,0.254
E Hanson,P,89,84,4.15,245,238,26,5,0,0,1555.1,1604,776,717,139,29,504,1175,1.36,0.267
B Bolin,P,88,75,3.4,495,164,32,10,50,59,1576,1364,687,596,164,60,597,1175,1.24,0.231
J Marquis,P,124,118,4.61,377,318,8,5,1,4,1968.1,2079,1114,1008,253,88,769,1174,1.45,0.273
M Rivera,P,82,60,2.21,1115,10,0,0,652,714,1283.2,998,340,315,71,46,286,1173,1,0.211
A Ashby,P,98,110,4.12,309,285,21,7,1,1,1810.2,1857,922,829,205,61,540,1173,1.32,0.268
I Valdez,P,104,105,4.09,325,288,13,6,1,1,1827.1,1872,892,830,234,47,523,1173,1.31,0.265
J Odorizzi,P,74,69,3.99,241,237,0,0,1,1,1253.1,1137,594,555,171,35,427,1172,1.25,0.239
M Kilroy,P,141,133,3.47,303,292,264,19,1,--,2435.2,2445,1539,939,53,131,754,1170,1.31,0.252
D Leonard,P,191,181,3.27,640,376,192,30,44,--,3218.1,3304,1434,1168,158,56,737,1170,1.26,0.265
S Miller,P,105,103,3.24,704,93,24,5,154,--,1694,1522,697,610,140,39,600,1164,1.25,0.242
C Falkenberg,P,130,123,2.68,330,266,180,27,8,--,2275,2090,963,678,23,68,690,1164,1.22,0.248
N Briles,P,129,112,3.44,452,279,64,17,22,23,2111.2,2141,929,807,186,51,547,1163,1.27,0.264
D Dean,P,150,83,3.02,317,230,154,26,30,--,1967.1,1919,774,661,95,27,453,1163,1.21,0.253
M Drabowsky,P,88,105,3.71,589,154,33,6,55,68,1641,1441,758,676,182,63,702,1162,1.31,0.236
J Antonelli,P,126,110,3.34,377,268,102,25,21,--,1992.1,1870,860,739,185,38,687,1162,1.28,0.247
M Harder,P,223,186,3.8,582,433,181,25,23,--,3426.1,3706,1714,1447,161,59,1118,1161,1.41,0.276
D Leonard,P,139,113,2.76,331,272,152,33,13,--,2192,2022,852,672,54,68,664,1160,1.23,0.249
B Groom,P,119,150,3.1,367,288,157,22,13,--,2336.1,2205,1068,806,49,55,783,1159,1.28,0.254
J Klippstein,P,101,118,4.24,711,161,37,6,66,--,1967.2,1915,1059,927,203,70,978,1158,1.47,0.258
H Bailey,P,81,86,4.56,245,245,7,4,0,0,1401.2,1455,756,710,175,56,463,1157,1.37,0.268
J Garland,P,136,125,4.37,365,342,11,6,1,1,2151.1,2260,1149,1045,263,63,723,1156,1.39,0.273
B Norris,P,67,90,4.45,355,188,0,0,47,58,1221.1,1220,654,604,156,56,485,1153,1.4,0.26
A Rhodes,P,87,70,4.08,900,61,5,3,33,72,1187.2,1033,560,538,126,16,516,1152,1.3,0.235
J Chac?n,P,85,91,4.18,338,227,3,1,0,2,1435.2,1335,722,666,156,56,586,1151,1.34,0.247
T Cahill,P,86,99,4.26,361,233,3,2,1,3,1507.2,1447,774,713,170,63,615,1151,1.37,0.255
J Vargas,P,99,99,4.29,298,277,13,8,0,0,1643,1664,826,784,216,47,508,1147,1.32,0.262
J Denny,P,123,108,3.59,325,322,62,18,0,0,2148.2,2093,967,856,137,54,778,1146,1.34,0.258
D Ruthven,P,123,127,4.14,355,332,61,17,1,1,2109,2155,1075,970,165,38,767,1145,1.39,0.267
O Dotel,P,59,50,3.78,758,34,0,0,109,158,951,765,431,399,117,41,412,1143,1.24,0.219
F Rodr?guez,P,52,53,2.86,948,0,0,0,437,513,976,738,336,310,98,17,389,1142,1.15,0.207
J Billingham,P,145,113,3.82,476,305,74,27,15,20,2230.2,2272,1068,948,176,98,750,1141,1.35,0.268
G Harris,P,74,90,3.69,703,98,4,0,54,54,1467,1329,689,601,129,54,652,1141,1.35,0.243
D Ellsworth,P,115,137,3.72,407,310,87,9,5,7,2155.2,2274,1033,890,194,45,595,1140,1.33,0.272
L Warneke,P,192,121,3.19,445,343,192,30,13,--,2782.1,2726,1166,986,175,27,739,1140,1.25,0.255
B Chen,P,82,81,4.62,400,227,4,1,1,3,1532,1578,849,786,257,45,546,1140,1.39,0.266
B Hoeft,P,97,101,3.94,505,200,75,17,33,--,1847.1,1820,883,809,173,36,685,1140,1.36,0.259
M Wilcox,P,119,113,4.08,394,283,73,10,6,6,2016.2,1991,1013,914,204,74,770,1137,1.37,0.26
E Reulbach,P,182,106,2.28,399,300,201,40,13,--,2632.1,2117,887,668,33,107,892,1137,1.14,0.224
D Ellis,P,138,119,3.46,345,317,71,14,1,1,2127.2,2067,958,817,140,44,674,1136,1.29,0.255
G Uhle,P,200,166,4,513,368,232,21,25,--,3119.2,3417,1635,1385,119,113,966,1135,1.4,0.281
M Portugal,P,109,95,4.03,346,283,16,4,5,5,1826.1,1813,896,817,209,36,607,1134,1.33,0.261
I Chamberlain,P,157,120,3.57,321,301,264,16,1,--,2521.2,2445,1560,999,63,113,1065,1133,1.39,0.246
T Hoffman,P,61,75,2.87,1034,0,0,0,601,649,1089.1,846,378,347,100,9,307,1133,1.06,0.211
B O'Dell,P,105,100,3.29,479,199,63,13,48,--,1817,1697,758,665,137,42,556,1133,1.24,0.246
B Forsch,P,168,136,3.76,498,422,67,19,3,3,2794.2,2777,1319,1169,216,45,832,1133,1.29,0.261
D Luque,P,194,179,3.24,550,367,206,26,28,--,3220.1,3231,1412,1161,113,26,918,1130,1.29,0.265
D Newcombe,P,149,90,3.56,344,294,136,24,7,--,2154.2,2102,956,852,252,30,490,1129,1.2,0.254
B Ojeda,P,115,98,3.65,351,291,41,16,1,1,1884.1,1833,856,765,145,24,676,1128,1.33,0.257
B Hands,P,111,110,3.36,374,260,72,17,14,17,1951,1895,834,728,167,36,492,1128,1.22,0.253
B Dinneen,P,170,177,3.01,391,352,306,24,7,--,3074.2,2957,1411,1029,78,76,829,1127,1.23,0.254
E Milton,P,89,85,4.99,271,270,10,4,0,0,1582.1,1665,935,878,267,35,453,1127,1.34,0.266
B Monbouquette,P,114,112,3.68,343,263,78,18,3,--,1961.2,1995,910,803,211,20,462,1122,1.25,0.263
V Padilla,P,108,91,4.32,386,237,4,4,6,19,1571.1,1612,823,754,181,109,551,1121,1.38,0.267
C Leibrandt,P,140,119,3.71,394,346,52,18,2,2,2308,2390,1068,952,172,37,656,1121,1.32,0.268
T Cloninger,P,113,97,4.07,352,247,63,13,6,8,1767.2,1643,898,799,180,33,798,1120,1.38,0.247
M Garcia,P,142,97,3.27,428,281,111,27,23,--,2174.2,2148,888,789,122,33,719,1117,1.32,0.257
J Navarro,P,116,126,4.72,361,309,32,8,2,2,2055.1,2313,1206,1078,214,67,690,1113,1.46,0.285
D Righetti,P,82,79,3.46,718,89,13,2,252,252,1403.2,1287,602,540,95,21,591,1112,1.34,0.244
G Hecker,P,175,146,2.93,336,322,312,15,1,--,2924,2922,1726,951,50,72,492,1110,1.17,0.309
T McGraw,P,96,92,3.14,824,39,5,1,180,196,1514.2,1318,597,528,108,22,582,1109,1.25,0.237
K Jansen,P,43,28,2.45,767,0,0,0,391,443,770,496,225,210,71,28,227,1109,0.94,0.179
B Walters,P,198,160,3.3,428,398,242,42,4,--,3104.2,2990,1343,1139,154,51,1121,1107,1.32,0.253
D Goltz,P,113,109,3.69,353,264,83,13,8,9,2039.2,2104,950,836,149,26,646,1105,1.35,0.269
C Passeau,P,162,150,3.32,444,331,188,26,21,--,2719.2,2856,1204,1003,105,39,728,1104,1.32,0.267
D Giusti,P,100,93,3.6,668,133,35,9,145,168,1716.2,1654,764,687,126,15,570,1103,1.3,0.253
J Washburn,P,107,109,4.1,312,300,9,4,1,1,1863.2,1855,900,848,240,65,569,1103,1.3,0.259
L Corcoran,P,177,89,2.36,277,268,256,22,2,--,2392.1,2147,1234,626,69,2,496,1103,1.1,31.574
J Danks,P,79,104,4.38,247,247,6,3,0,0,1503.1,1533,783,731,197,41,491,1102,1.35,0.264
F Castillo,P,82,104,4.56,297,268,10,3,2,3,1595.1,1660,878,809,190,59,506,1101,1.36,0.268
F Lary,P,128,116,3.49,350,292,126,21,11,--,2162.1,2123,960,838,197,97,616,1099,1.27,0.257
C Kimbrel,P,41,36,2.35,710,0,0,0,394,442,688.2,399,199,180,56,31,282,1099,0.99,0.165
C Fraser,P,175,212,3.68,433,388,342,22,6,--,3356,3460,1995,1371,69,219,1332,1098,1.43,0.267
M Estrada,P,62,68,4.29,283,194,0,0,0,4,1251.1,1125,626,596,199,26,395,1094,1.21,0.237
M Perez,P,78,85,4.17,243,201,20,5,1,1,1354.2,1268,700,627,144,18,551,1092,1.34,0.248
C Hendrix,P,144,116,2.65,360,257,184,27,17,--,2371.1,2123,910,698,41,49,697,1092,1.19,0.243
V Law,P,162,147,3.77,483,364,119,28,13,--,2672,2833,1274,1118,268,40,597,1092,1.28,0.272
C Pavano,P,108,107,4.39,302,284,17,8,0,0,1788.2,1971,955,873,200,84,425,1091,1.34,0.281
G Rusch,P,67,99,5.04,342,220,11,3,4,6,1477.1,1732,880,827,191,40,460,1088,1.48,0.294
O Hernandez,P,90,65,4.13,219,211,9,2,2,2,1314.2,1181,641,604,177,67,479,1086,1.26,0.239
R Walberg,P,155,141,4.17,544,306,139,15,32,--,2644,2795,1425,1224,163,27,1031,1085,1.45,0.273
T Higuera,P,94,64,3.61,213,205,50,12,0,0,1380,1262,609,554,131,25,443,1081,1.24,0.243
J Montefusco,P,90,83,3.54,298,244,32,11,5,5,1652.1,1604,728,650,135,29,513,1081,1.28,0.255
E Plunk,P,72,58,3.82,714,41,0,0,35,38,1151,1009,537,488,122,32,647,1081,1.44,0.236
K Hendricks,P,87,61,3.46,223,222,6,4,0,0,1312.2,1216,540,504,150,57,294,1079,1.15,0.245
J Bibby,P,111,101,3.75,340,239,56,19,8,8,1722.2,1565,800,718,131,40,723,1079,1.33,0.243
L Burdette,P,203,144,3.66,626,373,158,33,31,--,3067.1,3186,1400,1246,289,56,628,1074,1.24,0.268
T Lyons,P,260,230,3.67,594,484,356,27,23,--,4161,4489,2056,1696,223,31,1121,1073,1.35,0.276
B Kison,P,115,88,3.66,380,246,36,8,12,14,1809.2,1693,839,736,150,68,662,1073,1.3,0.248
B Shantz,P,119,99,3.38,537,171,78,15,48,--,1935.2,1795,817,726,151,41,643,1072,1.26,0.248
P Getzien,P,145,139,3.46,296,292,277,11,1,--,2539.2,2670,1555,976,95,28,602,1070,1.29,0.392
J Allen,P,142,75,3.75,352,241,109,17,18,--,1950.1,1849,926,813,104,38,738,1070,1.33,0.249
J McGinnity,P,246,142,2.66,465,381,314,32,24,--,3441.1,3276,1436,1016,52,179,812,1068,1.19,0.249
A Wood,P,71,60,3.69,240,190,1,0,0,1,1121,1062,500,459,112,60,313,1066,1.23,0.25
N Eovaldi,P,68,68,4.16,241,222,2,1,0,1,1262.2,1313,622,584,140,35,358,1066,1.32,0.266
J Horlen,P,116,117,3.11,361,290,59,18,4,6,2002,1829,783,691,145,53,554,1065,1.19,0.243
S Stone,P,107,93,3.97,320,269,43,7,1,2,1788.1,1707,880,788,184,40,716,1065,1.35,0.253
R Burris,P,108,134,4.17,480,302,47,10,4,4,2188.2,2310,1133,1015,221,54,764,1065,1.4,0.274
B Webb,P,87,62,3.27,199,198,15,8,0,0,1319.2,1200,557,479,92,50,435,1065,1.24,0.243
D Petry,P,125,104,3.95,370,300,52,11,1,1,2080.1,1984,1025,912,218,47,852,1063,1.36,0.253
L Meadows,P,188,180,3.39,490,406,219,25,7,--,3160.2,3280,1497,1191,84,90,956,1063,1.34,0.274
C Young,P,79,67,3.95,271,221,1,0,1,2,1297.2,1130,605,570,186,33,502,1062,1.26,0.232
C Kirby,P,75,104,3.84,261,239,42,8,0,0,1548,1430,755,660,156,30,713,1061,1.38,0.246
C Bosio,P,94,93,3.97,309,246,39,9,9,9,1710,1742,837,754,162,41,482,1059,1.3,0.264
J Pineiro,P,104,93,4.41,335,263,15,6,2,3,1754.1,1878,912,859,193,51,487,1058,1.35,0.276
R Helling,P,93,81,4.68,301,234,10,4,0,1,1526.1,1540,842,793,247,48,562,1058,1.38,0.263
J Benoit,P,58,49,3.83,764,55,0,0,53,92,1068.2,883,485,455,129,32,437,1058,1.24,0.223
P Splittorff,P,166,143,3.81,429,392,87,17,1,2,2554.2,2644,1243,1082,192,34,780,1057,1.34,0.27
T Griffin,P,77,94,4.07,401,191,29,10,5,9,1494.2,1407,762,676,133,52,769,1054,1.46,0.25
C Billingsley,P,83,64,3.72,226,197,4,2,0,1,1212.1,1162,545,501,92,44,499,1052,1.37,0.255
J Coombs,P,158,110,2.78,354,269,187,35,8,--,2320,2034,925,717,38,88,841,1052,1.24,0.241
F Smith,P,139,111,2.59,354,255,184,27,6,--,2273,1975,891,655,27,41,676,1051,1.17,0.237
G Meche,P,84,83,4.49,258,243,7,3,0,0,1432.1,1441,772,714,176,29,594,1050,1.42,0.262
S Davis,P,113,96,4.02,442,239,30,5,11,11,1780.2,1792,866,796,136,20,687,1048,1.39,0.263
D Duffy,P,68,68,3.95,234,204,1,0,1,1,1172.1,1111,545,514,144,45,432,1048,1.32,0.25
A Chapman,P,44,35,2.47,668,0,0,0,315,353,641,366,191,176,42,30,318,1048,1.07,0.164
K Forsch,P,114,113,3.37,521,241,70,18,51,54,2127.1,2071,880,796,155,47,586,1047,1.25,0.257
J Guthrie,P,91,109,4.42,306,273,8,2,0,2,1765.1,1862,930,867,250,88,510,1046,1.34,0.272
K Johnson,P,91,106,3.46,334,231,50,7,9,11,1737.1,1670,778,668,157,56,413,1042,1.2,0.253
W White,P,229,166,2.28,403,401,394,36,0,--,3542.2,3440,1844,896,65,68,496,1041,1.11,1.097
D Plesac,P,65,71,3.64,1064,14,0,0,158,170,1072,977,478,433,105,17,403,1041,1.29,0.242
P Hughes,P,88,79,4.52,290,211,5,1,3,6,1291,1384,684,648,191,32,313,1040,1.31,0.272
G Nolan,P,110,70,3.08,250,247,45,14,0,0,1674.2,1505,623,573,146,14,413,1039,1.15,0.239
B Black,P,121,116,3.84,398,296,32,12,11,11,2053.1,1978,982,876,217,49,623,1039,1.27,0.253
J O'Toole,P,98,84,3.57,270,238,58,18,4,--,1615.1,1545,730,640,119,26,546,1039,1.29,0.251
J Mesa,P,80,109,4.36,1022,95,6,2,321,364,1548.2,1629,811,750,151,55,651,1038,1.47,0.273
R Honeycutt,P,109,143,3.72,797,268,47,11,38,38,2160,2183,1034,893,185,50,657,1038,1.31,0.264
B Adams,P,194,140,2.76,482,354,206,44,15,--,2995.1,2841,1133,917,68,47,430,1036,1.09,0.253
J Hiller,P,87,76,2.83,545,43,13,6,125,135,1242,1040,437,391,110,12,535,1036,1.27,0.229
J Andujar,P,127,118,3.58,405,305,68,19,9,9,2153,2016,955,857,155,51,731,1032,1.28,0.25
S Ponson,P,91,113,5.03,298,278,29,4,1,2,1760.1,2004,1051,983,223,45,609,1031,1.48,0.289
R Aguilera,P,86,81,3.57,732,89,10,0,318,333,1291.1,1233,568,512,138,36,351,1030,1.23,0.251
H Ehmke,P,166,166,3.75,427,338,199,20,14,--,2820.2,2873,1424,1174,103,137,1042,1030,1.39,0.271
B Smith,P,108,94,3.53,365,255,23,8,6,6,1791.1,1725,809,702,140,48,432,1028,1.2,0.253
P Malone,P,134,92,3.74,357,219,115,15,26,--,1915,1934,935,795,103,45,705,1024,1.38,0.262
C Buchholz,P,90,69,3.98,236,218,10,6,0,0,1332.1,1272,644,589,139,49,458,1024,1.3,0.253
J Lyles,P,66,91,5.09,322,215,2,1,2,5,1331.2,1453,822,753,198,61,448,1024,1.43,0.276
M Wacha,P,75,50,4.06,226,205,2,2,0,1,1159.2,1144,562,523,148,30,373,1023,1.31,0.257
J Fisher,P,86,139,4.06,400,265,62,9,9,9,1975.2,2061,1024,891,193,52,605,1017,1.35,0.269
F Peterson,P,133,131,3.3,355,330,90,20,1,1,2218.1,2217,947,813,173,42,426,1015,1.19,0.261
B Doak,P,169,157,2.99,453,369,162,34,16,--,2782.2,2676,1188,924,71,65,851,1014,1.27,0.259
M Latos,P,71,59,3.64,197,189,4,1,0,0,1153.1,1042,503,466,116,22,353,1011,1.21,0.24
Z Smith,P,100,115,3.74,360,291,35,16,3,3,1919.1,1980,933,797,122,31,583,1011,1.34,0.271
M Davis,P,51,84,4.17,624,85,4,2,96,96,1145,1068,582,530,129,28,534,1007,1.4,0.249
M Jackson,P,62,67,3.42,1005,7,0,0,142,153,1188.1,983,492,452,127,56,464,1006,1.22,0.226
J Berr?os,P,72,54,4.24,180,179,4,1,0,0,1023.2,973,518,482,137,69,311,1006,1.25,0.248
R Caldwell,P,134,120,3.23,343,259,184,21,8,--,2242,2089,975,805,59,63,738,1006,1.26,0.252
J Masterson,P,64,74,4.31,258,184,7,4,0,2,1201,1181,625,575,97,93,498,1004,1.4,0.259
D McMahon,P,90,68,2.96,874,2,0,0,153,170,1310.2,1054,482,431,104,34,579,1003,1.25,0.221
K McCaskill,P,106,108,4.12,380,242,30,11,7,7,1729,1748,877,791,154,34,665,1003,1.4,0.264
L Tyler,P,127,116,2.95,323,267,179,30,7,--,2230,1990,947,730,51,67,829,1003,1.26,0.245
G Earnshaw,P,127,93,4.38,319,249,115,18,12,--,1915.1,1981,1062,932,142,25,809,1002,1.46,0.265
T Browning,P,123,90,3.94,302,300,31,12,0,0,1921,1931,913,841,236,32,511,1000,1.27,0.262
R Terry,P,107,99,3.62,338,257,75,20,11,--,1849.1,1748,844,744,216,24,446,1000,1.19,0.249
J Jay,P,99,91,3.77,310,203,63,16,7,--,1546.1,1460,714,648,153,36,607,999,1.34,0.251
B Lee,P,169,157,3.54,462,379,182,29,13,--,2864,2953,1301,1127,138,24,893,998,1.34,0.266
B Ewing,P,124,118,2.49,291,264,205,19,4,--,2301,2097,940,637,31,55,614,998,1.18,0.247
B Snell,P,57,47,3.43,160,160,0,0,0,0,817,666,337,311,87,7,353,998,1.25,0.221
S Hitchcock,P,74,76,4.8,281,200,10,2,3,3,1285.2,1374,738,685,181,42,471,997,1.44,0.273
M Fiers,P,75,64,4.07,218,199,2,2,0,0,1151,1119,554,521,184,49,340,995,1.27,0.254
J Dobson,P,137,103,3.62,414,273,112,22,18,--,2170,2048,981,874,137,10,851,992,1.34,0.25
S Rawley,P,111,118,4.02,469,230,41,7,40,40,1871.1,1934,917,836,153,28,734,991,1.43,0.271
M Tanaka,P,78,46,3.74,174,173,7,4,0,0,1054.1,983,476,438,159,26,208,991,1.13,0.244
R Kline,P,114,144,3.75,736,203,44,8,108,113,2078,2113,991,866,217,33,731,989,1.37,0.266
J Wood,P,117,57,2.03,225,158,121,28,10,--,1434.1,1138,497,324,10,49,421,989,1.09,0.22
J Tudor,P,117,72,3.12,281,263,50,16,1,1,1797,1677,700,623,156,29,475,988,1.2,0.248
D Drago,P,108,117,3.62,519,189,62,10,58,58,1875,1901,827,754,157,54,558,987,1.31,0.266
H Howell,P,131,146,2.74,340,282,244,20,6,--,2567.2,2435,1158,781,27,97,677,986,1.21,0.252
H Kuroda,P,79,79,3.45,212,211,6,5,0,0,1319,1254,564,505,129,38,292,986,1.17,0.249
W Ferrell,P,193,128,4.04,374,323,227,17,13,--,2623,2845,1384,1177,132,23,1040,985,1.48,0.275
G Floyd,P,74,76,4.37,243,196,5,1,0,1,1250,1239,664,607,160,66,415,985,1.32,0.258
B Bonham,P,75,83,4.01,300,214,27,4,11,13,1487.1,1512,743,662,98,35,636,985,1.44,0.266
P Maholm,P,77,100,4.3,273,250,6,4,0,0,1556.1,1676,806,744,149,77,510,984,1.4,0.279
